section	nodeId	change	title	why	implFiles
governance	11881-89414	ADDED	Skai > Account > Account settings > Profile (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12082-427015	ADDED	input/primary-inputs	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11881-89626	ADDED	Skai > Account > Account settings > Security (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12080-415107	ADDED	Skai > Account > Account settings > Security > 2FA > Auth app 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12080-415727	ADDED	Skai > Account > Account settings > Security > Delete account 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12080-415417	ADDED	Skai > Account > Account settings > Security > 2FA > Auth app 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11881-93654	ADDED	Skai > Account > Account settings > Token (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11881-94366	ADDED	Skai > Account > Account settings > Preferences (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11884-94667	ADDED	Skai > Account > Account settings > Private key 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11875-86552	ADDED	Skai > Account 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11768-349002	ADDED	Skai > Account (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427224	ADDED	Created tokens	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11793-351692	ADDED	Skai > Account > Performance overview (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12080-420150	ADDED	Skai > Account > Performance overview > Share networth 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11843-353118	ADDED	Skai > Account > Account settings 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11843-353663	ADDED	Skai > Account > Account settings > Profile (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12082-426982	ADDED	input/primary-inputs	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11843-354091	ADDED	Skai > Account > Account settings > Security (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12082-426929	ADDED	input/primary-inputs - on:hover	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12080-414162	ADDED	Skai > Account > Account settings > Security > 2FA > Auth app 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12080-414792	ADDED	Skai > Account > Account settings > Security > Delete account 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12080-414477	ADDED	Skai > Account > Account settings > Security > 2FA > Auth app 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11846-354965	ADDED	Skai > Account > Account settings > Token 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11846-355280	ADDED	Skai > Account > Account settings > Preferences (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11846-355837	ADDED	Skai > Account > Account settings > Private key 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11846-356139	ADDED	Skai > Account > Account settings > Private key - step 2 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11847-357151	ADDED	Skai > Leaderboard (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12082-425650	ADDED	Skai > Leaderboard > Share portfolio 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11872-41908	ADDED	Skai > Rewards (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11872-42520	ADDED	Skai > Rewards > My referrals (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11872-43820	ADDED	Skai > Rewards > My referrals - empty (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11793-352217	ADDED	Skai > Account > Performance overview (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11768-350087	ADDED	Skai > Account 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11884-95322	ADDED	Skai > Account > Account settings > Private key - step 2 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11884-96408	ADDED	Skai > Leaderboard (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11946-148523	ADDED	Skai > Leaderboard (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12082-426150	ADDED	Skai > Leaderboard > Share portfolio 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12082-426533	ADDED	Skai > Leaderboard > Share portfolio 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12225-461211	ADDED	Skai > Earn > Faucet > Winners > Share outcome 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12225-462288	ADDED	Skai > Earn > Faucet > Winners > Share outcome 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12225-462758	ADDED	Skai > Earn > Faucet > Winners > Share outcome (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11885-98503	ADDED	Skai > Rewards (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11885-99426	ADDED	Skai > Rewards > My referrals (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11885-100111	ADDED	Skai > Rewards > My referrals - empty (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11885-98886	ADDED	Skai > Rewards (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12082-426944	ADDED	input/primary-inputs - on:hover	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427080	ADDED	dropdown-account overview 5	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427087	ADDED	dropdown-account overview 6	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427475	ADDED	Overview - play	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427652	ADDED	Overview - play -hidden	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427765	ADDED	Overview - play	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-428192	ADDED	sidebar	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427882	ADDED	Overview - play -hidden	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-455891	ADDED	sidebar	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-455671	ADDED	dropdown-courses	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-455702	ADDED	dropdown-courses	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-456540	ADDED	dropdown-multiselect	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12261-469767	ADDED	Skai > Earn > My positions > Update position (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12261-470424	ADDED	Skai > Earn > My positions > Update position (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
hilo	10249-9938	ADDED	Frame 1000004045	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13485-48895	ADDED	Directory	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13484-48889	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14129-82683	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14129-82685	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14129-82852	ADDED	Skai > Home - with deposit 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14136-89564	ADDED	Skai > Home - with deposit > quick balance ALT 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14129-84348	ADDED	Skai > Home - with deposit > deposit modal 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14136-85609	ADDED	Skai > Home - with deposit > deposit modal > Buy with Fiat 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14136-86305	ADDED	Skai > Home - with deposit > deposit modal > Buy with Fiat > select currency 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14136-87297	ADDED	Skai > Home - with deposit > deposit modal > Buy with Fiat > pay with 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14136-88147	ADDED	Skai > Home - with deposit > deposit modal > Send crypto 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14355-262060	ADDED	modal	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14136-88988	ADDED	Skai > Home - with deposit > deposit modal > Send crypto > Deposit received 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14129-84086	ADDED	Skai > Home - with deposit 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14129-84499	ADDED	Skai > Home - with deposit > deposit modal 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14136-89715	ADDED	Skai > Home > Sidebar 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14317-260169	ADDED	Skai > Home - with deposit > quick balance - wallet mini ALT 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14317-260499	ADDED	Skai > Home - with deposit > quick balance - my wallets ALT 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14317-261272	ADDED	dropdown-my wallets	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14136-85815	ADDED	Skai > Home - with deposit > deposit modal > Buy with Fiat 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14136-86579	ADDED	Skai > Home - with deposit > deposit modal > Buy with Fiat > select currency 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14136-87585	ADDED	Skai > Home - with deposit > deposit modal > Buy with Fiat > pay with 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14136-88454	ADDED	Skai > Home - with deposit > deposit modal > Send crypto 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14355-262291	ADDED	modal	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14136-89280	ADDED	Skai > Home - with deposit > deposit modal > Send crypto > Deposit received 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13484-48643	ADDED	Skai > Home - with deposit > deposit modal > Buy with Fiat 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13490-170320	ADDED	Skai > Home - with deposit > deposit modal > Send crypto 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14321-261423	ADDED	modal	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13502-172088	ADDED	Skai > Home - with deposit > deposit modal > Send crypto > Deposit received 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13490-168974	ADDED	Skai > Home - with deposit > deposit modal > Buy with Fiat > select currency 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13490-169814	ADDED	Skai > Home - with deposit > deposit modal > Buy with Fiat > pay with 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13486-49332	ADDED	Skai > Home - with deposit > deposit modal 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13486-49591	ADDED	Skai > Home - with deposit 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14108-103468	ADDED	Skai > Home - with deposit ALT 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13501-171154	ADDED	Skai > Home - with deposit > quick balance ALT 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13502-171904	ADDED	Wallet MINI	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14136-89913	ADDED	Wallet MINI	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13486-48901	ADDED	image 1	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13486-48904	ADDED	image 4	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13490-170296	ADDED	Notes	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13495-171067	ADDED	dropdown-token	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13495-171110	ADDED	dropdown-networks	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14136-88793	ADDED	dropdown-token	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14136-88815	ADDED	dropdown-networks	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14136-88891	ADDED	dropdown-token	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14136-88913	ADDED	dropdown-networks	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13502-171979	ADDED	dropdown-my wallets	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	13502-172510	ADDED	Notes	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14129-83324	ADDED	sidebar	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home	14129-83460	ADDED	sidebar	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13445-183914	ADDED	sidebar - open - agentic support	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13388-150266	ADDED	Rectangle 163	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13388-149975	ADDED	Skai > Home > Intelligent support - Market intel 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13449-191068	ADDED	Skai > Home > Intelligent support 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13459-198529	ADDED	Normal	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13458-193331	ADDED	Skai > Home > Intelligent support ALT 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13401-171586	ADDED	Skai > Home > Intelligent support - Market signals 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13438-182088	ADDED	Skai > Home > Intelligent support - Analysis 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13444-182982	ADDED	Skai > Home > Intelligent support - Analysis > display settings 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13445-184106	ADDED	Skai > Home > Agentic support - AI master 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13447-185120	ADDED	Skai > Home > Agentic support - AI master > Create AI agent 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13447-186054	ADDED	Skai > Home > Agentic support - AI master > Create AI agent - step 2 - choose personality 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13449-187102	ADDED	Skai > Home > Agentic support - AI master > Create AI agent - step 2 - choose personality 2 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13449-186702	ADDED	Skai > Home > Agentic support - AI master > Create AI agent - step 3 - configure 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13449-190129	ADDED	Skai > Home > Agentic support - AI master > Create AI agent - step 3 - configure > Confirm 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13447-185789	ADDED	Skai > Home > Agentic support - AI master > Create AI agent - step 1 no data 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13421-173033	ADDED	Skai > Home > Intelligent support - News 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13427-177219	ADDED	Skai > Home > Intelligent support - Sentiment 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13436-180687	ADDED	Skai > Home > Intelligent support - Sentiment > Trending topics - modal 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13431-179336	ADDED	Skai > Home > Intelligent support - Sentiment (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13432-179891	ADDED	Trending topics - on:hover	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13425-174581	ADDED	Skai > Home > Intelligent support - News (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13391-170434	ADDED	Skai > Home > Intelligent support - Market intel > AI market signals 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13391-167925	ADDED	Skai > Home > Intelligent support - Market intel > Manage intel - few selected 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13391-169179	ADDED	Skai > Home > Intelligent support - Market intel > Manage intel - all selected 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13391-165819	ADDED	Skai > Home > Intelligent support - Market intel (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14059-49694	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14059-49696	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14059-49698	ADDED	Breakpoint	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14062-50444	ADDED	Skai > Home > Intelligent support - Market intel 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14094-56626	ADDED	Skai > Home > Intelligent support (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14094-69692	ADDED	Frame 893	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14094-63614	ADDED	Skai > Home > Intelligent support ALT (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14094-54390	ADDED	Skai > Home > Intelligent support - Market intel > AI market signals 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14094-67930	ADDED	Skai > Home > Intelligent support - Market signals (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14106-70649	ADDED	Skai > Home > Intelligent support - News (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14113-73205	ADDED	Skai > Home > Intelligent support - Sentiment 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14113-74721	ADDED	Skai > Home > Intelligent support - Sentiment > Trending topics - modal 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14268-167499	ADDED	Vector 384	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14268-167500	ADDED	Vector 385	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14113-76027	ADDED	Skai > Home > Intelligent support - Analysis (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14113-76606	ADDED	Skai > Home > Intelligent support - Analysis > display settings 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14123-77342	ADDED	Skai > Home > Agentic support - AI master 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14123-77740	ADDED	Skai > Home > Agentic support - AI master > Create AI agent 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14179-163502	ADDED	Skai > Home > Agentic support - AI master > Create AI agent - step 1 no data 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14123-78540	ADDED	Skai > Home > Agentic support - AI master > Create AI agent - step 2 - choose personality (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14123-80001	ADDED	Skai > Home > Agentic support - AI master > Create AI agent - step 2 - choose personality 2 (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14123-81330	ADDED	Skai > Home > Agentic support - AI master > Create AI agent - step 3 - configure (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14315-247761	ADDED	Skai > Home > Agentic support - AI master > Create AI agent - step 3 - configure > Confirm 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14113-74132	ADDED	Skai > Home > Intelligent support - Sentiment (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14106-71752	ADDED	Skai > Home > Intelligent support - News 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14077-52941	ADDED	Skai > Home > Intelligent support - Market intel > Manage intel - all selected 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14268-166261	ADDED	Skai > Home > Intelligent support - Market intel > Manage intel - few selected 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14315-246829	ADDED	Skai > Home > Intelligent support - Market intel (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14160-131728	ADDED	Skai > Home > Intelligent support - Market intel 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14178-151580	ADDED	Skai > Home > Intelligent support 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14316-248325	ADDED	Skai > Home > Intelligent support ALT 2 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14178-152219	ADDED	Skai > Home > Intelligent support ALT 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14178-155931	ADDED	Frame 894	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14160-134708	ADDED	Skai > Home > Intelligent support - Market intel > Manage intel - few selected 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14160-135347	ADDED	Skai > Home > Intelligent support - Market intel > Manage intel - all selected 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14160-136184	ADDED	Skai > Home > Intelligent support - Market intel > AI market signals (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14160-137998	ADDED	Skai > Home > Intelligent support - Market signals (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14160-139741	ADDED	Skai > Home > Intelligent support - News 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14178-141206	ADDED	Skai > Home > Intelligent support - News (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14178-142300	ADDED	Skai > Home > Intelligent support - Sentiment (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14178-142962	ADDED	Skai > Home > Intelligent support - Sentiment 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14178-143359	ADDED	Skai > Home > Agentic support - Backtesting > conversation 6 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14178-157280	ADDED	Skai > Home > Intelligent support - Sentiment > Trending topics - modal (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14179-157892	ADDED	Skai > Home > Intelligent support - Analysis > display settings 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14179-158300	ADDED	Skai > Home > Agentic support - AI master 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14179-158963	ADDED	Skai > Home > Agentic support - AI master > Create AI agent 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14179-163655	ADDED	Skai > Home > Agentic support - AI master > Create AI agent - step 1 no data 1VH (1440 x 900px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14179-159153	ADDED	Skai > Home > Agentic support - AI master > Create AI agent - step 2 - choose personality 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14179-159712	ADDED	Skai > Home > Agentic support - AI master > Create AI agent - step 2 - choose personality 2 (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14179-161276	ADDED	Skai > Home > Agentic support - AI master > Create AI agent - step 3 - configure (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14179-162716	ADDED	Skai > Home > Agentic support - AI master > Create AI agent - step 3 - configure > Confirm 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	14160-131918	ADDED	Skai > Home > Intelligent support - Market intel (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
home-2	13389-161486	ADDED	sidebar - open - intelligent support	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
